ID,Nombre,Tipo,HP,Ataque,Defensa,Ataque Especial,Defensa Especial,Velocidad,Altura,Peso,Experiencia Base,URL imagen
336,seviper,['poison'],73,100,60,100,60,65,27,525,160,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/336.png
337,lunatone,"['rock', 'psychic']",90,55,65,95,85,70,10,1680,161,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/337.png
338,solrock,"['rock', 'psychic']",90,95,85,55,65,70,12,1540,161,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/338.png
339,barboach,"['water', 'ground']",50,48,43,46,41,60,4,19,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/339.png
340,whiscash,"['water', 'ground']",110,78,73,76,71,60,9,236,164,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/340.png
341,corphish,['water'],43,80,65,50,35,35,6,115,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/341.png
342,crawdaunt,"['water', 'dark']",63,120,85,90,55,55,11,328,164,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/342.png
343,baltoy,"['ground', 'psychic']",40,40,55,40,70,55,5,215,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/343.png
344,claydol,"['ground', 'psychic']",60,70,105,70,120,75,15,1080,175,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/344.png
345,lileep,"['rock', 'grass']",66,41,77,61,87,23,10,238,71,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/345.png
346,cradily,"['rock', 'grass']",86,81,97,81,107,43,15,604,173,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/346.png
347,anorith,"['rock', 'bug']",45,95,50,40,50,75,7,125,71,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/347.png
348,armaldo,"['rock', 'bug']",75,125,100,70,80,45,15,682,173,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/348.png
349,feebas,['water'],20,15,20,10,55,80,6,74,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/349.png
350,milotic,['water'],95,60,79,100,125,81,62,1620,189,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/350.png
351,castform,['normal'],70,70,70,70,70,70,3,8,147,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/351.png
352,kecleon,['normal'],60,90,70,60,120,40,10,220,154,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/352.png
353,shuppet,['ghost'],44,75,35,63,33,45,6,23,59,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/353.png
354,banette,['ghost'],64,115,65,83,63,65,11,125,159,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/354.png
355,duskull,['ghost'],20,40,90,30,90,25,8,150,59,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/355.png
356,dusclops,['ghost'],40,70,130,60,130,25,16,306,159,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/356.png
357,tropius,"['grass', 'flying']",99,68,83,72,87,51,20,1000,161,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/357.png
358,chimecho,['psychic'],75,50,80,95,90,65,6,10,159,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/358.png
359,absol,['dark'],65,130,60,75,60,75,12,470,163,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/359.png
360,wynaut,['psychic'],95,23,48,23,48,23,6,140,52,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/360.png
361,snorunt,['ice'],50,50,50,50,50,50,7,168,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/361.png
362,glalie,['ice'],80,80,80,80,80,80,15,2565,168,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/362.png
363,spheal,"['ice', 'water']",70,40,50,55,50,25,8,395,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/363.png
364,sealeo,"['ice', 'water']",90,60,70,75,70,45,11,876,144,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/364.png
365,walrein,"['ice', 'water']",110,80,90,95,90,65,14,1506,265,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/365.png
366,clamperl,['water'],35,64,85,74,55,32,4,525,69,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/366.png
367,huntail,['water'],55,104,105,94,75,52,17,270,170,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/367.png
368,gorebyss,['water'],55,84,105,114,75,52,18,226,170,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/368.png
369,relicanth,"['water', 'rock']",100,90,130,45,65,55,10,234,170,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/369.png
370,luvdisc,['water'],43,30,55,40,65,97,6,87,116,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/370.png
371,bagon,['dragon'],45,75,60,40,30,50,6,421,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/371.png
372,shelgon,['dragon'],65,95,100,60,50,50,11,1105,147,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/372.png
373,salamence,"['dragon', 'flying']",95,135,80,110,80,100,15,1026,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/373.png
374,beldum,"['steel', 'psychic']",40,55,80,35,60,30,6,952,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/374.png
375,metang,"['steel', 'psychic']",60,75,100,55,80,50,12,2025,147,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/375.png
376,metagross,"['steel', 'psychic']",80,135,130,95,90,70,16,5500,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/376.png
377,regirock,['rock'],80,100,200,50,100,50,17,2300,290,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/377.png
378,regice,['ice'],80,50,100,100,200,50,18,1750,290,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/378.png
379,registeel,['steel'],80,75,150,75,150,50,19,2050,290,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/379.png
380,latias,"['dragon', 'psychic']",80,80,90,110,130,110,14,400,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/380.png
381,latios,"['dragon', 'psychic']",80,90,80,130,110,110,20,600,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/381.png
382,kyogre,['water'],100,100,90,150,140,90,45,3520,335,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/382.png
383,groudon,['ground'],100,150,140,100,90,90,35,9500,335,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/383.png
384,rayquaza,"['dragon', 'flying']",105,150,90,150,90,95,70,2065,340,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/384.png
385,jirachi,"['steel', 'psychic']",100,100,100,100,100,100,3,11,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/385.png
386,deoxys-normal,['psychic'],50,150,50,150,50,150,17,608,270,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/386.png
387,turtwig,['grass'],55,68,64,45,55,31,4,102,64,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/387.png
388,grotle,['grass'],75,89,85,55,65,36,11,970,142,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/388.png
389,torterra,"['grass', 'ground']",95,109,105,75,85,56,22,3100,236,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/389.png
390,chimchar,['fire'],44,58,44,58,44,61,5,62,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/390.png
391,monferno,"['fire', 'fighting']",64,78,52,78,52,81,9,220,142,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/391.png
392,infernape,"['fire', 'fighting']",76,104,71,104,71,108,12,550,240,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/392.png
393,piplup,['water'],53,51,53,61,56,40,4,52,63,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/393.png
394,prinplup,['water'],64,66,68,81,76,50,8,230,142,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/394.png
395,empoleon,"['water', 'steel']",84,86,88,111,101,60,17,845,239,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/395.png
396,starly,"['normal', 'flying']",40,55,30,30,30,60,3,20,49,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/396.png
397,staravia,"['normal', 'flying']",55,75,50,40,40,80,6,155,119,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/397.png
398,staraptor,"['normal', 'flying']",85,120,70,50,60,100,12,249,218,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/398.png
399,bidoof,['normal'],59,45,40,35,40,31,5,200,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/399.png
400,bibarel,"['normal', 'water']",79,85,60,55,60,71,10,315,144,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/400.png
401,kricketot,['bug'],37,25,41,25,41,25,3,22,39,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/401.png
402,kricketune,['bug'],77,85,51,55,51,65,10,255,134,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/402.png
403,shinx,['electric'],45,65,34,40,34,45,5,95,53,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/403.png
404,luxio,['electric'],60,85,49,60,49,60,9,305,127,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/404.png
405,luxray,['electric'],80,120,79,95,79,70,14,420,262,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/405.png
406,budew,"['grass', 'poison']",40,30,35,50,70,55,2,12,56,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/406.png
407,roserade,"['grass', 'poison']",60,70,65,125,105,90,9,145,258,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/407.png
408,cranidos,['rock'],67,125,40,30,30,58,9,315,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/408.png
409,rampardos,['rock'],97,165,60,65,50,58,16,1025,173,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/409.png
410,shieldon,"['rock', 'steel']",30,42,118,42,88,30,5,570,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/410.png
411,bastiodon,"['rock', 'steel']",60,52,168,47,138,30,13,1495,173,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/411.png
412,burmy,['bug'],40,29,45,29,45,36,2,34,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/412.png
413,wormadam-plant,"['bug', 'grass']",60,59,85,79,105,36,5,65,148,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/413.png
414,mothim,"['bug', 'flying']",70,94,50,94,50,66,9,233,148,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/414.png
415,combee,"['bug', 'flying']",30,30,42,30,42,70,3,55,49,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/415.png
416,vespiquen,"['bug', 'flying']",70,80,102,80,102,40,12,385,166,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/416.png
417,pachirisu,['electric'],60,45,70,45,90,95,4,39,142,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/417.png
418,buizel,['water'],55,65,35,60,30,85,7,295,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/418.png
419,floatzel,['water'],85,105,55,85,50,115,11,335,173,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/419.png
420,cherubi,['grass'],45,35,45,62,53,35,4,33,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/420.png
421,cherrim,['grass'],70,60,70,87,78,85,5,93,158,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/421.png
422,shellos,['water'],76,48,48,57,62,34,3,63,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/422.png
423,gastrodon,"['water', 'ground']",111,83,68,92,82,39,9,299,166,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/423.png
424,ambipom,['normal'],75,100,66,60,66,115,12,203,169,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/424.png
425,drifloon,"['ghost', 'flying']",90,50,34,60,44,70,4,12,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/425.png
426,drifblim,"['ghost', 'flying']",150,80,44,90,54,80,12,150,174,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/426.png
427,buneary,['normal'],55,66,44,44,56,85,4,55,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/427.png
428,lopunny,['normal'],65,76,84,54,96,105,12,333,168,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/428.png
429,mismagius,['ghost'],60,60,60,105,105,105,9,44,173,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/429.png
430,honchkrow,"['dark', 'flying']",100,125,52,105,52,71,9,273,177,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/430.png
431,glameow,['normal'],49,55,42,42,37,85,5,39,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/431.png
432,purugly,['normal'],71,82,64,64,59,112,10,438,158,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/432.png
433,chingling,['psychic'],45,30,50,65,50,45,2,6,57,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/433.png
434,stunky,"['poison', 'dark']",63,63,47,41,41,74,4,192,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/434.png
435,skuntank,"['poison', 'dark']",103,93,67,71,61,84,10,380,168,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/435.png
436,bronzor,"['steel', 'psychic']",57,24,86,24,86,23,5,605,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/436.png
437,bronzong,"['steel', 'psychic']",67,89,116,79,116,33,13,1870,175,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/437.png
438,bonsly,['rock'],50,80,95,10,45,10,5,150,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/438.png
439,mime-jr,"['psychic', 'fairy']",20,25,45,70,90,60,6,130,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/439.png
440,happiny,['normal'],100,5,5,15,65,30,6,244,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/440.png
441,chatot,"['normal', 'flying']",76,65,45,92,42,91,5,19,144,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/441.png
442,spiritomb,"['ghost', 'dark']",50,92,108,92,108,35,10,1080,170,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/442.png
443,gible,"['dragon', 'ground']",58,70,45,40,45,42,7,205,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/443.png
444,gabite,"['dragon', 'ground']",68,90,65,50,55,82,14,560,144,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/444.png
445,garchomp,"['dragon', 'ground']",108,130,95,80,85,102,19,950,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/445.png
446,munchlax,['normal'],135,85,40,40,85,5,6,1050,78,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/446.png
447,riolu,['fighting'],40,70,40,35,40,60,7,202,57,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/447.png
448,lucario,"['fighting', 'steel']",70,110,70,115,70,90,12,540,184,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/448.png
449,hippopotas,['ground'],68,72,78,38,42,32,8,495,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/449.png
450,hippowdon,['ground'],108,112,118,68,72,47,20,3000,184,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/450.png
451,skorupi,"['poison', 'bug']",40,50,90,30,55,65,8,120,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/451.png
452,drapion,"['poison', 'dark']",70,90,110,60,75,95,13,615,175,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/452.png
453,croagunk,"['poison', 'fighting']",48,61,40,61,40,50,7,230,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/453.png
454,toxicroak,"['poison', 'fighting']",83,106,65,86,65,85,13,444,172,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/454.png
455,carnivine,['grass'],74,100,72,90,72,46,14,270,159,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/455.png
456,finneon,['water'],49,49,56,49,61,66,4,70,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/456.png
457,lumineon,['water'],69,69,76,69,86,91,12,240,161,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/457.png
458,mantyke,"['water', 'flying']",45,20,50,60,120,50,10,650,69,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/458.png
459,snover,"['grass', 'ice']",60,62,50,62,60,40,10,505,67,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/459.png
460,abomasnow,"['grass', 'ice']",90,92,75,92,85,60,22,1355,173,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/460.png
461,weavile,"['dark', 'ice']",70,120,65,45,85,125,11,340,179,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/461.png
462,magnezone,"['electric', 'steel']",70,70,115,130,90,60,12,1800,268,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/462.png
463,lickilicky,['normal'],110,85,95,80,95,50,17,1400,180,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/463.png
464,rhyperior,"['ground', 'rock']",115,140,130,55,55,40,24,2828,268,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/464.png
465,tangrowth,['grass'],100,100,125,110,50,50,20,1286,187,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/465.png
466,electivire,['electric'],75,123,67,95,85,95,18,1386,270,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/466.png
467,magmortar,['fire'],75,95,67,125,95,83,16,680,270,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/467.png
468,togekiss,"['fairy', 'flying']",85,50,95,120,115,80,15,380,273,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/468.png
469,yanmega,"['bug', 'flying']",86,76,86,116,56,95,19,515,180,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/469.png
470,leafeon,['grass'],65,110,130,60,65,95,10,255,184,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/470.png
471,glaceon,['ice'],65,60,110,130,95,65,8,259,184,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/471.png
472,gliscor,"['ground', 'flying']",75,95,125,45,75,95,20,425,179,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/472.png
473,mamoswine,"['ice', 'ground']",110,130,80,70,60,80,25,2910,265,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/473.png
474,porygon-z,['normal'],85,80,70,135,75,90,9,340,268,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/474.png
475,gallade,"['psychic', 'fighting']",68,125,65,65,115,80,16,520,259,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/475.png
476,probopass,"['rock', 'steel']",60,55,145,75,150,40,14,3400,184,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/476.png
477,dusknoir,['ghost'],45,100,135,65,135,45,22,1066,263,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/477.png
478,froslass,"['ice', 'ghost']",70,80,70,80,70,110,13,266,168,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/478.png
479,rotom,"['electric', 'ghost']",50,50,77,95,77,91,3,3,154,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/479.png
480,uxie,['psychic'],75,75,130,75,130,95,3,3,290,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/480.png
481,mesprit,['psychic'],80,105,105,105,105,80,3,3,290,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/481.png
482,azelf,['psychic'],75,125,70,125,70,115,3,3,290,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/482.png
483,dialga,"['steel', 'dragon']",100,120,120,150,100,90,54,6830,340,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/483.png
484,palkia,"['water', 'dragon']",90,120,100,150,120,100,42,3360,340,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/484.png
485,heatran,"['fire', 'steel']",91,90,106,130,106,77,17,4300,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/485.png
486,regigigas,['normal'],110,160,110,80,110,100,37,4200,335,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/486.png
487,giratina-altered,"['ghost', 'dragon']",150,100,120,100,120,90,45,7500,340,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/487.png
488,cresselia,['psychic'],120,70,110,75,120,85,15,856,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/488.png
489,phione,['water'],80,80,80,80,80,80,4,31,216,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/489.png
490,manaphy,['water'],100,100,100,100,100,100,3,14,270,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/490.png
491,darkrai,['dark'],70,90,90,135,90,125,15,505,270,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/491.png
492,shaymin-land,['grass'],100,100,100,100,100,100,2,21,270,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/492.png
493,arceus,['normal'],120,120,120,120,120,120,32,3200,324,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/493.png
494,victini,"['psychic', 'fire']",100,100,100,100,100,100,4,40,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/494.png
495,snivy,['grass'],45,45,55,45,55,63,6,81,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/495.png
496,servine,['grass'],60,60,75,60,75,83,8,160,145,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/496.png
497,serperior,['grass'],75,75,95,75,95,113,33,630,238,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/497.png
498,tepig,['fire'],65,63,45,45,45,45,5,99,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/498.png
499,pignite,"['fire', 'fighting']",90,93,55,70,55,55,10,555,146,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/499.png
500,emboar,"['fire', 'fighting']",110,123,65,100,65,65,16,1500,238,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/500.png
501,oshawott,['water'],55,55,45,63,45,45,5,59,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/501.png
502,dewott,['water'],75,75,60,83,60,60,8,245,145,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/502.png
503,samurott,['water'],95,100,85,108,70,70,15,946,238,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/503.png
504,patrat,['normal'],45,55,39,35,39,42,5,116,51,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/504.png
505,watchog,['normal'],60,85,69,60,69,77,11,270,147,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/505.png
506,lillipup,['normal'],45,60,45,25,45,55,4,41,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/506.png
507,herdier,['normal'],65,80,65,35,65,60,9,147,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/507.png
508,stoutland,['normal'],85,110,90,45,90,80,12,610,250,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/508.png
509,purrloin,['dark'],41,50,37,50,37,66,4,101,56,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/509.png
510,liepard,['dark'],64,88,50,88,50,106,11,375,156,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/510.png
511,pansage,['grass'],50,53,48,53,48,64,6,105,63,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/511.png
512,simisage,['grass'],75,98,63,98,63,101,11,305,174,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/512.png
513,pansear,['fire'],50,53,48,53,48,64,6,110,63,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/513.png
514,simisear,['fire'],75,98,63,98,63,101,10,280,174,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/514.png
515,panpour,['water'],50,53,48,53,48,64,6,135,63,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/515.png
516,simipour,['water'],75,98,63,98,63,101,10,290,174,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/516.png
517,munna,['psychic'],76,25,45,67,55,24,6,233,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/517.png
518,musharna,['psychic'],116,55,85,107,95,29,11,605,170,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/518.png
519,pidove,"['normal', 'flying']",50,55,50,36,30,43,3,21,53,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/519.png
520,tranquill,"['normal', 'flying']",62,77,62,50,42,65,6,150,125,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/520.png
521,unfezant,"['normal', 'flying']",80,115,80,65,55,93,12,290,244,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/521.png
522,blitzle,['electric'],45,60,32,50,32,76,8,298,59,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/522.png
523,zebstrika,['electric'],75,100,63,80,63,116,16,795,174,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/523.png
524,roggenrola,['rock'],55,75,85,25,25,15,4,180,56,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/524.png
525,boldore,['rock'],70,105,105,50,40,20,9,1020,137,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/525.png
526,gigalith,['rock'],85,135,130,60,80,25,17,2600,258,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/526.png
