ID,Nombre,Tipo,Ataque,Ataque Especial,Defensa,Velocidad,Altura,Peso,Defensa Especial,Habilidades,Experiencia Base,Movimientos,URL imagen,Estadísticas Base
145,zapdos,"['electric', 'flying']",90,125,85,100,16,526,90,"pressure, static",290,"razor-wind, whirlwind, fly, headbutt, take-down, double-edge, leer, roar, hyper-beam, peck, drill-peck, thunder-shock, thunderbolt, thunder-wave, thunder, toxic, agility, rage, mimic, double-team, light-screen, reflect, bide, swift, sky-attack, flash, rest, substitute, snore, curse, protect, mud-slap, zap-cannon, detect, sandstorm, endure, swagger, steel-wing, sleep-talk, return, frustration, baton-pass, hidden-power, twister, rain-dance, sunny-day, ancient-power, rock-smash, heat-wave, hail, facade, charge, helping-hand, secret-power, weather-ball, air-cutter, metal-sound, signal-beam, aerial-ace, shock-wave, roost, natural-gift, pluck, tailwind, u-turn, brave-bird, giga-impact, defog, discharge, charge-beam, ominous-wind, electro-ball, round, sky-drop, acrobatics, volt-switch, wild-charge, hurricane, confide, eerie-impulse, magnetic-flux, electric-terrain, laser-focus, rising-voltage, dual-wingbeat, tera-blast, supercell-slam",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/145.png,"{'hp': 90, 'attack': 90, 'defense': 85, 'special-attack': 125, 'special-defense': 90, 'speed': 100}"
146,moltres,"['fire', 'flying']",100,125,90,90,20,600,85,"pressure, flame-body",290,"razor-wind, gust, wing-attack, whirlwind, fly, headbutt, take-down, double-edge, leer, roar, ember, flamethrower, hyper-beam, peck, solar-beam, fire-spin, toxic, agility, rage, mimic, double-team, reflect, bide, fire-blast, swift, sky-attack, rest, substitute, snore, curse, protect, mud-slap, detect, sandstorm, endure, swagger, steel-wing, sleep-talk, return, frustration, safeguard, hidden-power, twister, rain-dance, sunny-day, ancient-power, rock-smash, heat-wave, will-o-wisp, facade, helping-hand, secret-power, weather-ball, air-cutter, overheat, aerial-ace, roost, natural-gift, pluck, tailwind, u-turn, flare-blitz, air-slash, brave-bird, giga-impact, defog, ominous-wind, flame-charge, round, sky-drop, incinerate, acrobatics, hurricane, confide, mystical-fire, laser-focus, burn-up, burning-jealousy, dual-wingbeat, scorching-sands, tera-blast, temper-flare",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/146.png,"{'hp': 90, 'attack': 100, 'defense': 90, 'special-attack': 125, 'special-defense': 85, 'speed': 90}"
147,dratini,['dragon'],64,50,45,50,18,33,50,"shed-skin, marvel-scale",60,"bind, slam, headbutt, body-slam, wrap, take-down, double-edge, leer, supersonic, flamethrower, mist, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, hyper-beam, dragon-rage, fire-spin, thunderbolt, thunder-wave, thunder, toxic, agility, rage, mimic, double-team, light-screen, haze, reflect, bide, fire-blast, waterfall, swift, skull-bash, rest, substitute, snore, curse, protect, zap-cannon, icy-wind, detect, outrage, endure, swagger, attract, sleep-talk, return, frustration, safeguard, dragon-breath, iron-tail, hidden-power, twister, rain-dance, sunny-day, extreme-speed, whirlpool, hail, facade, helping-hand, secret-power, dragon-dance, shock-wave, water-pulse, natural-gift, aqua-tail, dragon-pulse, dragon-rush, giga-impact, draco-meteor, iron-head, captivate, aqua-jet, round, incinerate, dragon-tail, confide, brutal-swing, breaking-swipe, scale-shot, tera-blast, chilling-water, dragon-cheer",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/147.png,"{'hp': 41, 'attack': 64, 'defense': 45, 'special-attack': 50, 'special-defense': 50, 'speed': 50}"
148,dragonair,['dragon'],84,70,65,70,40,165,70,"shed-skin, marvel-scale",147,"bind, slam, headbutt, horn-drill, body-slam, wrap, take-down, double-edge, leer, flamethrower, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, hyper-beam, dragon-rage, fire-spin, thunderbolt, thunder-wave, thunder, toxic, agility, rage, mimic, double-team, light-screen, haze, reflect, bide, fire-blast, waterfall, swift, skull-bash, rest, substitute, snore, curse, protect, zap-cannon, icy-wind, detect, outrage, endure, swagger, attract, sleep-talk, return, frustration, safeguard, dragon-breath, iron-tail, hidden-power, twister, rain-dance, sunny-day, whirlpool, hail, facade, helping-hand, secret-power, weather-ball, dragon-dance, shock-wave, water-pulse, natural-gift, aqua-tail, dragon-pulse, dragon-rush, giga-impact, draco-meteor, iron-head, captivate, round, incinerate, dragon-tail, confide, brutal-swing, breaking-swipe, scale-shot, tera-blast, chilling-water, dragon-cheer",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/148.png,"{'hp': 61, 'attack': 84, 'defense': 65, 'special-attack': 70, 'special-defense': 70, 'speed': 70}"
149,dragonite,"['dragon', 'flying']",134,100,95,80,22,2100,100,"inner-focus, multiscale",300,"mega-punch, fire-punch, ice-punch, thunder-punch, razor-wind, cut, wing-attack, fly, bind, slam, mega-kick, headbutt, horn-drill, body-slam, wrap, take-down, double-edge, leer, roar, flamethrower, mist, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, hyper-beam, low-kick, strength, dragon-rage, fire-spin, thunderbolt, thunder-wave, thunder, earthquake, toxic, agility, rage, mimic, double-team, light-screen, haze, reflect, bide, metronome, fire-blast, waterfall, swift, skull-bash, rest, rock-slide, substitute, snore, curse, protect, scary-face, mud-slap, zap-cannon, icy-wind, detect, outrage, sandstorm, endure, swagger, fury-cutter, steel-wing, attract, sleep-talk, return, frustration, safeguard, dynamic-punch, dragon-breath, encore, iron-tail, hidden-power, twister, rain-dance, sunny-day, extreme-speed, rock-smash, whirlpool, heat-wave, hail, facade, focus-punch, helping-hand, superpower, brick-break, secret-power, dive, weather-ball, air-cutter, rock-tomb, aerial-ace, dragon-claw, dragon-dance, shock-wave, water-pulse, roost, natural-gift, tailwind, fling, aqua-tail, air-slash, dragon-pulse, dragon-rush, focus-blast, giga-impact, defog, draco-meteor, iron-head, stone-edge, captivate, aqua-jet, ominous-wind, hone-claws, round, sky-drop, incinerate, bulldoze, dragon-tail, hurricane, confide, power-up-punch, brutal-swing, stomping-tantrum, body-press, breaking-swipe, scale-shot, dual-wingbeat, tera-blast, ice-spinner, snowscape, chilling-water, dragon-cheer",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/149.png,"{'hp': 91, 'attack': 134, 'defense': 95, 'special-attack': 100, 'special-defense': 100, 'speed': 80}"
150,mewtwo,['psychic'],110,154,90,130,20,1220,90,"pressure, unnerve",340,"mega-punch, pay-day, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, body-slam, take-down, double-edge, disable, flamethrower, mist, water-gun, ice-beam, blizzard, psybeam, bubble-beam, hyper-beam, submission, low-kick, counter, seismic-toss, strength, solar-beam, thunderbolt, thunder-wave, thunder, earthquake, toxic, confusion, psychic, agility, rage, teleport, night-shade, mimic, double-team, recover, confuse-ray, barrier, light-screen, reflect, bide, metronome, self-destruct, fire-blast, swift, skull-bash, amnesia, dream-eater, flash, psywave, rest, rock-slide, tri-attack, substitute, nightmare, snore, curse, reversal, spite, protect, scary-face, mud-slap, zap-cannon, icy-wind, detect, sandstorm, endure, swagger, sleep-talk, return, frustration, safeguard, dynamic-punch, iron-tail, hidden-power, rain-dance, sunny-day, psych-up, ancient-power, shadow-ball, future-sight, rock-smash, hail, torment, will-o-wisp, facade, focus-punch, taunt, helping-hand, trick, role-play, magic-coat, recycle, brick-break, knock-off, skill-swap, imprison, snatch, secret-power, dive, weather-ball, rock-tomb, signal-beam, aerial-ace, bulk-up, calm-mind, shock-wave, water-pulse, gravity, miracle-eye, natural-gift, embargo, fling, me-first, power-swap, guard-swap, aura-sphere, poison-jab, dark-pulse, aqua-tail, power-gem, drain-punch, focus-blast, energy-ball, earth-power, giga-impact, nasty-plot, avalanche, psycho-cut, zen-headbutt, rock-climb, trick-room, stone-edge, grass-knot, charge-beam, wonder-room, psyshock, telekinesis, magic-room, electro-ball, low-sweep, foul-play, round, stored-power, ally-switch, hex, incinerate, bulldoze, psystrike, hurricane, confide, power-up-punch, laser-focus, psychic-terrain, speed-swap, brutal-swing, stomping-tantrum, life-dew, expanding-force, lash-out, tera-blast, trailblaze, chilling-water, psychic-noise",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/150.png,"{'hp': 106, 'attack': 110, 'defense': 90, 'special-attack': 154, 'special-defense': 90, 'speed': 130}"
151,mew,['psychic'],100,100,100,100,4,40,100,synchronize,300,"pound, mega-punch, pay-day, fire-punch, ice-punch, thunder-punch, razor-wind, swords-dance, cut, whirlwind, fly, bind, mega-kick, headbutt, horn-drill, body-slam, take-down, double-edge, pin-missile, roar, flamethrower, water-gun, hydro-pump, surf, ice-beam, blizzard, psybeam, bubble-beam, hyper-beam, submission, low-kick, counter, seismic-toss, strength, mega-drain, solar-beam, string-shot, dragon-rage, fire-spin, thunderbolt, thunder-wave, thunder, earthquake, fissure, dig, toxic, confusion, psychic, hypnosis, agility, rage, teleport, night-shade, mimic, screech, double-team, confuse-ray, defense-curl, barrier, light-screen, haze, reflect, focus-energy, bide, metronome, self-destruct, egg-bomb, fire-blast, waterfall, swift, skull-bash, amnesia, soft-boiled, dream-eater, leech-life, sky-attack, transform, flash, psywave, explosion, rest, rock-slide, tri-attack, super-fang, substitute, thief, nightmare, snore, curse, reversal, spite, protect, scary-face, feint-attack, sludge-bomb, mud-slap, spikes, zap-cannon, icy-wind, detect, outrage, sandstorm, giga-drain, endure, charm, rollout, false-swipe, swagger, fury-cutter, steel-wing, attract, sleep-talk, heal-bell, return, frustration, safeguard, pain-split, dynamic-punch, megahorn, dragon-breath, baton-pass, encore, sweet-scent, iron-tail, metal-claw, synthesis, hidden-power, twister, rain-dance, sunny-day, crunch, psych-up, ancient-power, shadow-ball, future-sight, rock-smash, whirlpool, beat-up, fake-out, uproar, heat-wave, hail, torment, will-o-wisp, facade, focus-punch, nature-power, charge, taunt, helping-hand, trick, role-play, superpower, magic-coat, recycle, revenge, brick-break, knock-off, endeavor, skill-swap, imprison, snatch, secret-power, dive, feather-dance, blaze-kick, hyper-voice, blast-burn, hydro-cannon, weather-ball, fake-tears, air-cutter, overheat, rock-tomb, silver-wind, metal-sound, cosmic-power, signal-beam, sand-tomb, muddy-water, bullet-seed, aerial-ace, icicle-spear, iron-defense, block, dragon-claw, frenzy-plant, bulk-up, bounce, mud-shot, poison-tail, covet, magical-leaf, calm-mind, leaf-blade, dragon-dance, rock-blast, shock-wave, water-pulse, roost, gravity, gyro-ball, brine, natural-gift, pluck, tailwind, u-turn, close-combat, payback, assurance, embargo, fling, gastro-acid, me-first, power-swap, guard-swap, last-resort, worry-seed, sucker-punch, toxic-spikes, magnet-rise, flare-blitz, aura-sphere, rock-polish, poison-jab, dark-pulse, aqua-tail, seed-bomb, air-slash, x-scissor, bug-buzz, dragon-pulse, power-gem, drain-punch, vacuum-wave, focus-blast, energy-ball, brave-bird, earth-power, giga-impact, nasty-plot, avalanche, shadow-claw, thunder-fang, ice-fang, fire-fang, psycho-cut, zen-headbutt, flash-cannon, rock-climb, defog, trick-room, draco-meteor, leaf-storm, power-whip, cross-poison, gunk-shot, iron-head, stone-edge, captivate, stealth-rock, grass-knot, bug-bite, charge-beam, ominous-wind, hone-claws, wonder-room, psyshock, venoshock, telekinesis, magic-room, smack-down, sludge-wave, heavy-slam, electro-ball, flame-charge, low-sweep, acid-spray, foul-play, after-you, round, echoed-voice, stored-power, ally-switch, scald, hex, sky-drop, incinerate, quash, acrobatics, reflect-type, retaliate, water-pledge, fire-pledge, grass-pledge, volt-switch, struggle-bug, bulldoze, frost-breath, dragon-tail, work-up, electroweb, wild-charge, drill-run, dual-chop, razor-shell, heat-crash, tail-slap, hurricane, snarl, phantom-force, petal-blizzard, disarming-voice, draining-kiss, grassy-terrain, misty-terrain, play-rough, confide, mystical-fire, eerie-impulse, venom-drench, electric-terrain, dazzling-gleam, infestation, power-up-punch, darkest-lariat, high-horsepower, solar-blade, laser-focus, throat-chop, pollen-puff, psychic-terrain, lunge, speed-swap, smart-strike, brutal-swing, aurora-veil, psychic-fangs, stomping-tantrum, liquidation, body-press, breaking-swipe, life-dew, steel-beam, expanding-force, steel-roller, scale-shot, meteor-beam, misty-explosion, grassy-glide, rising-voltage, terrain-pulse, skitter-smack, burning-jealousy, lash-out, poltergeist, corrosive-gas, coaching, flip-turn, triple-axel, dual-wingbeat, scorching-sands, tera-blast, ice-spinner, snowscape, pounce, trailblaze, chilling-water, hard-press, dragon-cheer, alluring-voice, temper-flare, supercell-slam, psychic-noise, upper-hand",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/151.png,"{'hp': 100, 'attack': 100, 'defense': 100, 'special-attack': 100, 'special-defense': 100, 'speed': 100}"
152,chikorita,['grass'],49,49,65,45,9,64,65,"overgrow, leaf-guard",64,"swords-dance, cut, vine-whip, headbutt, tackle, body-slam, take-down, double-edge, growl, counter, leech-seed, razor-leaf, solar-beam, poison-powder, toxic, mimic, double-team, light-screen, reflect, flash, rest, substitute, snore, curse, flail, protect, mud-slap, detect, giga-drain, endure, charm, swagger, fury-cutter, attract, sleep-talk, return, frustration, safeguard, encore, sweet-scent, iron-tail, synthesis, hidden-power, sunny-day, ancient-power, facade, nature-power, helping-hand, ingrain, magic-coat, refresh, secret-power, aromatherapy, fake-tears, grass-whistle, bullet-seed, magical-leaf, natural-gift, wring-out, worry-seed, seed-bomb, energy-ball, leaf-storm, captivate, grass-knot, round, echoed-voice, heal-pulse, grass-pledge, work-up, grassy-terrain, confide, solar-blade, grassy-glide, tera-blast, trailblaze",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/152.png,"{'hp': 45, 'attack': 49, 'defense': 65, 'special-attack': 49, 'special-defense': 65, 'speed': 45}"
153,bayleef,['grass'],62,63,80,60,12,158,80,"overgrow, leaf-guard",142,"swords-dance, cut, vine-whip, headbutt, tackle, body-slam, take-down, double-edge, growl, counter, strength, leech-seed, razor-leaf, solar-beam, poison-powder, toxic, mimic, double-team, light-screen, reflect, flash, rest, substitute, snore, curse, flail, protect, mud-slap, detect, giga-drain, endure, charm, swagger, fury-cutter, attract, sleep-talk, return, frustration, safeguard, encore, sweet-scent, iron-tail, synthesis, hidden-power, sunny-day, ancient-power, rock-smash, facade, nature-power, helping-hand, ingrain, magic-coat, knock-off, secret-power, aromatherapy, fake-tears, bullet-seed, magical-leaf, natural-gift, worry-seed, seed-bomb, energy-ball, leaf-storm, captivate, grass-knot, round, echoed-voice, heal-pulse, grass-pledge, work-up, grassy-terrain, confide, solar-blade, laser-focus, stomping-tantrum, grassy-glide, tera-blast, trailblaze",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/153.png,"{'hp': 60, 'attack': 62, 'defense': 80, 'special-attack': 63, 'special-defense': 80, 'speed': 60}"
154,meganium,['grass'],82,83,100,80,18,1005,100,"overgrow, leaf-guard",236,"swords-dance, cut, vine-whip, headbutt, tackle, body-slam, take-down, double-edge, growl, hyper-beam, counter, strength, leech-seed, razor-leaf, solar-beam, poison-powder, petal-dance, earthquake, toxic, mimic, double-team, light-screen, reflect, flash, rest, substitute, snore, curse, flail, protect, mud-slap, detect, outrage, giga-drain, endure, charm, swagger, fury-cutter, attract, sleep-talk, return, frustration, safeguard, encore, sweet-scent, iron-tail, synthesis, hidden-power, sunny-day, ancient-power, rock-smash, facade, nature-power, helping-hand, ingrain, magic-coat, knock-off, endeavor, secret-power, weather-ball, aromatherapy, fake-tears, bullet-seed, frenzy-plant, magical-leaf, natural-gift, worry-seed, seed-bomb, energy-ball, giga-impact, zen-headbutt, rock-climb, leaf-storm, captivate, grass-knot, round, echoed-voice, heal-pulse, grass-pledge, bulldoze, dragon-tail, work-up, petal-blizzard, grassy-terrain, confide, solar-blade, laser-focus, stomping-tantrum, body-press, grassy-glide, tera-blast, trailblaze",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/154.png,"{'hp': 80, 'attack': 82, 'defense': 100, 'special-attack': 83, 'special-defense': 100, 'speed': 80}"
155,cyndaquil,['fire'],52,60,43,65,5,79,50,"blaze, flash-fire",62,"cut, double-kick, headbutt, tackle, body-slam, take-down, thrash, double-edge, leer, roar, ember, flamethrower, submission, fire-spin, dig, toxic, quick-attack, mimic, double-team, smokescreen, defense-curl, fire-blast, swift, fury-swipes, rest, substitute, flame-wheel, snore, curse, reversal, protect, mud-slap, foresight, detect, endure, rollout, swagger, attract, sleep-talk, return, frustration, iron-tail, hidden-power, sunny-day, heat-wave, will-o-wisp, facade, nature-power, eruption, secret-power, crush-claw, overheat, extrasensory, aerial-ace, howl, covet, natural-gift, flare-blitz, fire-fang, zen-headbutt, lava-plume, iron-head, captivate, flame-burst, flame-charge, round, incinerate, inferno, fire-pledge, work-up, wild-charge, play-rough, confide, burn-up, burning-jealousy, tera-blast, temper-flare",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/155.png,"{'hp': 39, 'attack': 52, 'defense': 43, 'special-attack': 60, 'special-defense': 50, 'speed': 65}"
156,quilava,['fire'],64,80,58,80,9,190,65,"blaze, flash-fire",142,"cut, double-kick, headbutt, tackle, body-slam, take-down, double-edge, leer, roar, ember, flamethrower, strength, fire-spin, dig, toxic, quick-attack, mimic, double-team, smokescreen, defense-curl, fire-blast, swift, rest, substitute, flame-wheel, snore, curse, reversal, protect, mud-slap, detect, endure, rollout, swagger, fury-cutter, attract, sleep-talk, return, frustration, iron-tail, hidden-power, sunny-day, rock-smash, heat-wave, will-o-wisp, facade, focus-punch, nature-power, brick-break, endeavor, eruption, secret-power, overheat, extrasensory, aerial-ace, howl, covet, natural-gift, flare-blitz, fire-fang, zen-headbutt, lava-plume, iron-head, captivate, flame-charge, round, incinerate, inferno, fire-pledge, work-up, wild-charge, play-rough, confide, burn-up, burning-jealousy, tera-blast, temper-flare",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/156.png,"{'hp': 58, 'attack': 64, 'defense': 58, 'special-attack': 80, 'special-defense': 65, 'speed': 80}"
157,typhlosion,['fire'],84,109,78,100,17,795,85,"blaze, flash-fire",240,"mega-punch, fire-punch, thunder-punch, cut, double-kick, mega-kick, headbutt, tackle, body-slam, take-down, double-edge, leer, roar, ember, flamethrower, hyper-beam, low-kick, counter, seismic-toss, strength, solar-beam, fire-spin, earthquake, dig, toxic, quick-attack, night-shade, mimic, double-team, smokescreen, confuse-ray, defense-curl, fire-blast, swift, rest, rock-slide, substitute, flame-wheel, snore, curse, reversal, spite, protect, mud-slap, detect, endure, rollout, swagger, fury-cutter, attract, sleep-talk, return, frustration, dynamic-punch, iron-tail, hidden-power, sunny-day, shadow-ball, rock-smash, heat-wave, will-o-wisp, facade, focus-punch, nature-power, helping-hand, brick-break, endeavor, eruption, secret-power, blast-burn, overheat, rock-tomb, extrasensory, aerial-ace, howl, covet, calm-mind, gyro-ball, natural-gift, fling, flare-blitz, focus-blast, giga-impact, shadow-claw, fire-fang, zen-headbutt, rock-climb, lava-plume, iron-head, captivate, flame-charge, round, hex, incinerate, inferno, fire-pledge, bulldoze, work-up, wild-charge, play-rough, confide, power-up-punch, laser-focus, throat-chop, burn-up, stomping-tantrum, burning-jealousy, poltergeist, scorching-sands, tera-blast, temper-flare",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/157.png,"{'hp': 78, 'attack': 84, 'defense': 78, 'special-attack': 109, 'special-defense': 85, 'speed': 100}"
158,totodile,['water'],65,44,64,43,6,95,48,"torrent, sheer-force",63,"mega-punch, ice-punch, scratch, razor-wind, swords-dance, cut, mega-kick, headbutt, body-slam, take-down, thrash, double-edge, leer, bite, water-gun, hydro-pump, surf, ice-beam, blizzard, low-kick, counter, seismic-toss, dig, toxic, rage, mimic, screech, double-team, waterfall, rest, rock-slide, slash, substitute, thief, snore, curse, flail, spite, protect, scary-face, mud-slap, icy-wind, detect, endure, swagger, attract, sleep-talk, return, frustration, dynamic-punch, iron-tail, metal-claw, hidden-power, rain-dance, crunch, ancient-power, whirlpool, uproar, hail, flatter, facade, focus-punch, superpower, brick-break, endeavor, secret-power, dive, mud-sport, fake-tears, rock-tomb, muddy-water, aerial-ace, block, dragon-claw, water-sport, dragon-dance, water-pulse, natural-gift, fling, aqua-tail, shadow-claw, ice-fang, captivate, aqua-jet, hone-claws, round, chip-away, scald, water-pledge, work-up, confide, power-up-punch, liquidation, breaking-swipe, flip-turn, tera-blast, trailblaze, chilling-water",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/158.png,"{'hp': 50, 'attack': 65, 'defense': 64, 'special-attack': 44, 'special-defense': 48, 'speed': 43}"
159,croconaw,['water'],80,59,80,58,11,250,63,"torrent, sheer-force",142,"mega-punch, ice-punch, scratch, swords-dance, cut, mega-kick, headbutt, body-slam, take-down, thrash, double-edge, leer, bite, roar, water-gun, hydro-pump, surf, ice-beam, blizzard, low-kick, counter, seismic-toss, strength, dig, toxic, rage, mimic, screech, double-team, waterfall, rest, rock-slide, slash, substitute, thief, snore, curse, flail, spite, protect, scary-face, mud-slap, icy-wind, detect, endure, swagger, fury-cutter, attract, sleep-talk, return, frustration, dynamic-punch, iron-tail, metal-claw, hidden-power, rain-dance, crunch, ancient-power, rock-smash, whirlpool, uproar, hail, flatter, facade, focus-punch, superpower, brick-break, endeavor, secret-power, dive, fake-tears, rock-tomb, muddy-water, aerial-ace, block, dragon-claw, dragon-dance, water-pulse, natural-gift, fling, aqua-tail, shadow-claw, ice-fang, captivate, aqua-jet, hone-claws, round, chip-away, scald, water-pledge, work-up, confide, power-up-punch, psychic-fangs, liquidation, breaking-swipe, flip-turn, tera-blast, trailblaze, chilling-water",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/159.png,"{'hp': 65, 'attack': 80, 'defense': 80, 'special-attack': 59, 'special-defense': 63, 'speed': 58}"
160,feraligatr,['water'],105,79,100,78,23,888,83,"torrent, sheer-force",239,"mega-punch, ice-punch, scratch, swords-dance, cut, mega-kick, headbutt, body-slam, take-down, thrash, double-edge, leer, bite, roar, water-gun, hydro-pump, surf, ice-beam, blizzard, hyper-beam, low-kick, counter, seismic-toss, strength, earthquake, dig, toxic, agility, rage, mimic, screech, double-team, waterfall, rest, rock-slide, slash, substitute, thief, snore, curse, flail, spite, protect, scary-face, mud-slap, icy-wind, detect, outrage, endure, swagger, fury-cutter, attract, sleep-talk, return, frustration, dynamic-punch, iron-tail, metal-claw, hidden-power, rain-dance, crunch, ancient-power, rock-smash, whirlpool, uproar, hail, flatter, facade, focus-punch, helping-hand, superpower, brick-break, endeavor, secret-power, dive, hydro-cannon, fake-tears, rock-tomb, muddy-water, aerial-ace, block, dragon-claw, dragon-dance, water-pulse, natural-gift, fling, aqua-tail, dragon-pulse, focus-blast, giga-impact, avalanche, shadow-claw, ice-fang, rock-climb, captivate, aqua-jet, hone-claws, round, chip-away, scald, water-pledge, bulldoze, dragon-tail, work-up, snarl, confide, power-up-punch, psychic-fangs, stomping-tantrum, liquidation, breaking-swipe, scale-shot, lash-out, flip-turn, tera-blast, trailblaze, chilling-water",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/160.png,"{'hp': 85, 'attack': 105, 'defense': 100, 'special-attack': 79, 'special-defense': 83, 'speed': 78}"
161,sentret,['normal'],46,35,34,20,8,60,45,"run-away, keen-eye, frisk",43,"fire-punch, ice-punch, thunder-punch, scratch, cut, slam, headbutt, tackle, body-slam, take-down, double-edge, growl, flamethrower, surf, ice-beam, blizzard, solar-beam, thunderbolt, thunder, dig, toxic, quick-attack, mimic, double-team, defense-curl, focus-energy, swift, amnesia, fury-swipes, rest, super-fang, slash, substitute, thief, snore, curse, reversal, protect, mud-slap, foresight, detect, endure, charm, rollout, swagger, fury-cutter, attract, sleep-talk, return, frustration, dynamic-punch, baton-pass, pursuit, iron-tail, hidden-power, rain-dance, sunny-day, shadow-ball, whirlpool, uproar, facade, focus-punch, follow-me, helping-hand, trick, assist, brick-break, knock-off, endeavor, secret-power, hyper-voice, covet, shock-wave, water-pulse, natural-gift, u-turn, fling, me-first, last-resort, sucker-punch, aqua-tail, seed-bomb, shadow-claw, captivate, grass-knot, charge-beam, hone-claws, round, echoed-voice, retaliate, work-up, play-rough, confide, baby-doll-eyes, power-up-punch, brutal-swing, tera-blast, tidy-up, trailblaze, chilling-water",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/161.png,"{'hp': 35, 'attack': 46, 'defense': 34, 'special-attack': 35, 'special-defense': 45, 'speed': 20}"
162,furret,['normal'],76,45,64,90,18,325,55,"run-away, keen-eye, frisk",145,"fire-punch, ice-punch, thunder-punch, scratch, cut, slam, headbutt, body-slam, take-down, double-edge, growl, flamethrower, surf, ice-beam, blizzard, hyper-beam, strength, solar-beam, thunderbolt, thunder, dig, toxic, agility, quick-attack, mimic, double-team, defense-curl, focus-energy, swift, amnesia, fury-swipes, rest, super-fang, slash, substitute, thief, snore, curse, reversal, protect, mud-slap, foresight, detect, endure, charm, rollout, swagger, fury-cutter, attract, sleep-talk, return, frustration, dynamic-punch, baton-pass, iron-tail, hidden-power, rain-dance, sunny-day, shadow-ball, rock-smash, whirlpool, uproar, facade, focus-punch, follow-me, helping-hand, trick, brick-break, knock-off, endeavor, secret-power, hyper-voice, covet, shock-wave, water-pulse, natural-gift, u-turn, fling, me-first, last-resort, sucker-punch, aqua-tail, seed-bomb, focus-blast, giga-impact, shadow-claw, zen-headbutt, captivate, grass-knot, charge-beam, hone-claws, coil, round, echoed-voice, retaliate, work-up, play-rough, confide, baby-doll-eyes, power-up-punch, brutal-swing, tera-blast, tidy-up, trailblaze, chilling-water",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/162.png,"{'hp': 85, 'attack': 76, 'defense': 64, 'special-attack': 45, 'special-defense': 55, 'speed': 90}"
163,hoothoot,"['normal', 'flying']",30,36,30,50,7,212,56,"insomnia, keen-eye, tinted-lens",52,"wing-attack, whirlwind, fly, tackle, take-down, double-edge, growl, supersonic, psybeam, peck, toxic, confusion, psychic, hypnosis, agility, night-shade, mimic, screech, double-team, confuse-ray, haze, reflect, mirror-move, swift, amnesia, dream-eater, sky-attack, flash, rest, substitute, thief, nightmare, snore, curse, spite, protect, feint-attack, mud-slap, foresight, detect, endure, swagger, steel-wing, mean-look, attract, sleep-talk, return, frustration, hidden-power, twister, rain-dance, sunny-day, psych-up, shadow-ball, uproar, heat-wave, facade, magic-coat, recycle, skill-swap, imprison, secret-power, feather-dance, hyper-voice, air-cutter, silver-wind, extrasensory, aerial-ace, calm-mind, roost, natural-gift, pluck, tailwind, psycho-shift, air-slash, brave-bird, nasty-plot, zen-headbutt, defog, captivate, ominous-wind, synchronoise, round, echoed-voice, stored-power, acrobatics, work-up, hurricane, moonblast, confide, dual-wingbeat, tera-blast",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/163.png,"{'hp': 60, 'attack': 30, 'defense': 30, 'special-attack': 36, 'special-defense': 56, 'speed': 50}"
